Left Elbow Angle,Left Knee Angle,Left Hip Angle,Right Elbow Angle,Right Knee Angle,Right Hip Angle,Left Shoulder Angle,Right Shoulder Angle,Pose Name
163.36909637258216,174.2388106967378,114.9305997068098,150.4556790928942,179.55882411452666,155.34034038641786,149.352704350479,150.3039969474735,virabhadrasana three
146.0236238559952,19.125689608284887,90.87837897488716,144.6448241781881,18.36320454620957,88.50483370629424,11.077297141647165,11.56178997797156,padmasana
157.11321521520932,174.458310901089,171.5746994905355,127.19036342087446,178.527119793214,175.73238108166453,36.32337266327814,53.45837506673657,sivasana
174.6471637317441,94.2182128800622,121.15233475840816,177.05595159427665,88.94278170606805,115.31827907797378,68.64988873615107,71.60361448756397,bitilasana
170.83299512182754,179.32176850513028,160.84674798796215,173.53438525394603,175.0754562704874,165.32413878712956,84.11737479873436,85.3189252938153,phalakasana
41.076028850258965,75.13909933064032,81.03188106290159,46.87659192431512,35.056178989831736,121.82256509943711,169.0979645541175,175.95228654908678,eka pada rajakapotasana
176.23791255983002,71.79635528388819,114.22137988707976,177.13222531721826,79.049463436229,117.03202123177066,69.93804129345723,68.59284997345408,bitilasana
149.20903032308573,44.93568468560089,36.50803639664983,151.00141136048967,37.46721979610261,35.7036594335748,142.70922761781438,143.98739779527952,balasana
25.2516774584635,174.5924566676289,123.90660879567254,85.11738697179558,168.41300139862622,57.51995056502526,46.49892443514396,41.49061990470852,parsvottanasana
99.7710537537062,178.1982331513691,160.88419731961807,179.92618871415667,173.66349998996233,86.34513401036689,61.94482027675135,79.43749406864795,utthita hasta padangusthasana
57.329801661684144,27.033560354337197,41.92036537241282,56.66409846833668,27.91303583176753,44.39311456576478,36.88001945770215,42.58698726104976,malasana
139.91404478919316,178.34608881987114,170.48980550978348,168.78796022859186,176.14564994908272,166.08497184202952,41.069883768999766,14.190878467132814,sivasana
161.8873679638923,175.24563971837748,54.10222468296799,177.4387963498186,179.16361431468434,170.94228020059768,121.18701364235156,65.16767294434693,ardha chandrasana
157.58919543356174,100.25705796558704,105.27516712289932,178.45578388207156,96.63107682759204,101.26487342488174,59.78497115424781,77.00898453109846,dhanurasana
174.76423465182512,20.23431725788792,42.681773100256606,160.30549733428248,134.9185104944729,140.18740176964687,24.735903067720397,31.99685997290965,ardha matsyendrasana
172.16001055348258,93.65587981618376,102.07046215882048,167.00909947295744,171.78354032344586,121.03923562542164,177.98836992234786,179.5881462211319,alanasana
170.53104712243038,81.83186832561277,61.17332365691077,20.37296604500208,24.4647611526027,100.33080871299344,21.11213363899347,37.45593362225768,ardha matsyendrasana
173.33502702112756,6.786599571013835,44.7873485257194,147.65531810229933,61.7053468382847,96.21244261864828,26.058844811690523,12.395370255483195,supta kapotasana
177.25039982518325,84.07866006414793,122.67229433469883,153.5283741579513,174.59214274980275,128.9331881887714,62.04095901452981,130.39872738695007,vasisthasana
157.59873754754264,29.481619989515178,133.03032782102585,156.99922554684798,30.64814737626092,133.90438914011807,11.62919607551976,12.431801242281164,padmasana
175.37565025381645,170.00198876208617,179.1293495623762,163.07960600460692,173.8182765601802,177.11821972087026,14.406035930031983,26.42910842455748,sivasana
91.60876462357636,37.11198717367164,41.79215432536299,83.99048731888605,41.88493675851451,41.05754927651484,134.2086755624531,133.84451286434123,garudasana
175.92066053490967,176.87782978399247,126.95387705881272,173.2522679585331,99.1461104271567,87.97347432513786,97.21197716462608,97.25575458451316,virabhadrasana three
31.72707782286132,17.44822289426745,107.46097503913442,30.47639109458069,10.952519510006706,90.94206030508587,28.107206179168152,30.09213877258222,padmasana
70.0531266269275,73.65963417092662,122.6774220021638,82.6256752998809,92.2549546824874,143.75186417916504,4.345735019921941,23.340971392866415,garudasana
165.80070792885957,178.16075065896786,170.59982177846152,142.53670886225396,165.08476683691464,175.26732447303277,178.65119080719384,167.03339649544756,adho mukha vrksasana
166.84891038837807,102.98613016996852,99.58851084335386,169.64500323124017,112.97640026109814,105.13306851110946,170.01632955384633,170.9575955643181,utkatasana
171.1014665495277,174.9877637853947,147.14972235847725,168.64699817893612,125.1726557406554,110.33881029942204,100.26978173276166,95.58268831795942,trikonasana
178.38806233529738,90.0784663851209,127.77228449601309,177.48491509631816,83.7744165052546,122.58240766088124,64.89720038107177,67.93147294745332,bitilasana
169.79046597114743,174.7834487345049,32.90019650304863,169.42989464450733,179.73268787309905,37.80158821727096,91.47274865202434,85.35931584252597,halasana
69.24163597896433,36.94086532108234,60.58204684159334,100.58106650178031,124.433870309607,102.82978859534356,47.78356865713066,37.47176550778329,salamba sarvangasana
163.09086810484396,33.80609744874093,26.84514099837323,160.43415710862078,21.756517790819263,21.722669610537032,161.5076445689305,170.87729568410842,balasana
162.50601844093669,20.138186931209432,8.219048363607612,150.23454297252,163.058963640433,73.9748694388845,14.89689407726106,20.711199175956537,salamba bhujangasana
147.7281291847052,153.1074585738633,27.153435001487736,126.09087108786976,163.82082511550925,5.241329125975942,154.1123998884969,123.95051967543948,uttanasana
171.72726640226966,80.20682928019619,70.88881858373581,164.08643804427626,75.25803509578817,65.51597871427013,168.88104461254926,165.98693427373794,utkatasana
78.68267510918572,98.40329019399708,116.15811393014222,94.61333143470324,116.01201944343204,100.56106668987503,126.64577148055922,141.44561017303036,setu bandha sarvangasana
165.85319995495544,174.97154433508234,39.6553801501922,177.14435294325085,174.1966577451511,44.89613331089073,94.55376017574729,87.98538221871235,halasana
164.90199470069214,174.31401238205711,110.12164463573994,179.0341146709195,147.47618777205722,89.23175253366377,174.3118845946689,170.7270296069641,hanumanasana
133.98080612047568,171.76753969493626,139.98396123623752,132.1074311033754,173.8256253455473,137.65180498720014,36.72360156841837,27.311189271767347,urdhva mukha svsnssana
160.061253410265,117.37814012441495,53.439315785800034,177.7548643165071,108.0405418216577,82.39682043382813,40.85218134485892,51.29669335323172,halasana
168.0673784221052,93.80110471030068,125.21018600659848,167.56725597288016,88.20929326323545,123.91242927301536,46.349558811608986,49.70317578896899,ustrasana
152.74966887290637,175.60929281690608,4.100612098552884,75.02813550388406,172.13467646139966,170.64651450682325,126.4861028413549,89.01273198668059,utthita hasta padangusthasana
175.1096348468531,129.4572071513382,150.01230919940411,159.50683015574296,173.2303273861081,112.4524379813108,18.88383449643797,5.743712619565388,bitilasana
172.14624167645744,178.5470754682822,159.24102705859164,177.7082727203194,172.36728720700413,166.96607324002437,72.53671266415272,126.8980563558717,vasisthasana
165.1441792678048,98.51394848997488,99.25254150922588,174.1605540647374,93.76402374481466,100.65393624792824,71.71105178589306,77.21366648376659,ustrasana
46.25780148643161,26.70789709002629,44.83624067981016,44.66749109870404,27.266632053420143,44.392425885600765,45.51074317286631,47.85195097039998,malasana
50.32818612400536,141.52175752499147,73.91098846503301,117.12791455956092,111.04871592049592,103.28848800177464,162.33530626834144,115.98183364885575,eka pada rajakapotasana
130.6952760724444,170.871732941365,19.94535141295533,115.90062311187653,168.99897825694086,16.06217253432633,107.4438717779961,103.51687792237055,paschimottanasana
174.10420537324222,102.20409151513574,98.58308933450924,169.82673911132665,103.22125595860628,98.11449019706616,87.8907944734854,86.01216055202102,marjaryasana
167.94092277922664,178.28182084803498,64.17386553331217,171.24888380908928,168.0014084862146,66.39683163597918,165.5130626826695,161.2357505814107,adho mukha svanasana
171.13119246852077,178.01207376404355,114.54505085009592,169.55771602277727,157.61366292335163,168.17158828398777,154.00585367259265,155.61226789504474,virabhadrasana three
177.72044157662145,175.8451254232859,115.2123366576336,175.46878698287804,177.8347999437364,116.7652069887714,17.01412099130294,16.25994856675577,urdhva mukha svsnssana
157.09270477740475,56.4977006018724,175.06211599798613,171.84428563646733,59.13138516076407,176.33206455984015,57.186716092298205,52.47347956487266,setu bandha sarvangasana
175.491377846991,175.45303935184123,110.32402990449172,172.44337291896682,168.24370046472393,102.50993332794728,22.42295511891424,1.658319899357447,urdhva mukha svsnssana
90.7252369230708,169.31029010252792,98.6699958014131,66.48690780847521,176.82850351601274,100.06400528772164,135.40062463917897,123.8155324922062,pincha mayurasana
169.38885521164832,147.34933175787782,143.64140653806444,156.15199489948623,167.78300566825774,91.28382153612934,167.83151205741092,28.364181479641363,hanumanasana
124.3608547522767,47.517138730689965,34.85625742333168,126.47342649679145,55.58907538749291,35.51968590940291,127.83189064239497,128.990264596481,balasana
68.0329826852769,176.33547047249246,70.15695352689414,170.97650288650362,179.81535239522998,58.04451069785754,18.815079970449545,83.14033704490559,paschimottanasana
175.10733564036892,147.54546359970786,116.9391414106129,172.69126347771277,132.92621515737355,106.19958710157437,55.150112899981366,57.81298924197435,salamba sarvangasana
177.24024341534832,172.35797211540662,129.59316374001008,172.66162623279482,118.49625872630752,94.29100419841376,88.5638666407399,113.61279478430662,trikonasana
175.8412111256419,175.65482926724692,167.38716475861742,179.68901066135706,174.09044303352147,157.66328239192237,122.71683101220104,79.68579010567497,vasisthasana
159.30011571685114,76.78427408232875,63.63621374017356,160.72250217501,132.43917801806316,141.51248882151228,1.174181841935152,4.612746100332495,anjaneyasana
29.28689628311052,169.47546311776685,160.1454725489086,44.54456148815864,174.2119263369759,158.92057681986432,82.65257719451962,75.45876971604409,salamba sarvangasana
45.95897513538652,29.58863725549725,49.95785428573025,42.23075401005648,38.502520239807566,42.95065326369424,50.05435777977366,52.72519058092691,malasana
175.01976175689222,174.37649332823548,174.10686587270123,173.2529230476562,116.42901858235376,51.076403943738455,172.76289197881533,64.45108681495735,utthita parsvakonasana
169.61543601842436,110.67297680353468,88.03596442372128,153.86322950889362,96.95155740499077,97.03735649343147,134.94021660508233,174.61259875302005,urdhva dhanurasana
154.75259895522578,30.52123345385499,162.8214995424738,157.67342672390424,34.93890939354316,166.3029191602581,61.418169947467895,58.734704302711606,setu bandha sarvangasana
175.41314244387198,170.49697166052505,130.44929094949478,172.7709673940275,101.98380888544362,93.49571418815182,89.83689431378568,95.46916614123924,virabhadrasana two
178.33929852245694,179.7631740530694,138.58691236860642,174.28212516127468,108.28018713279924,93.27218387031212,80.37858426935065,107.4773571667178,virabhadrasana two
176.42133482765638,162.9981053121377,60.53546665986211,170.97321117290116,165.04701304888977,55.04316909989621,64.5382075865551,66.025789059117,uttanasana
179.84503630156334,86.59713848236284,156.01555180943274,178.61419210233598,152.04369226151897,122.7898965166593,4.905300701297593,4.042192568523348,urdhva mukha svsnssana
78.93330240563427,165.7666106065816,62.45949475723497,134.64631546333925,171.66217407737622,68.9451561382268,143.49295046146474,148.73304085852246,ardha pincha mayurasana
121.76987455172632,178.5822498016537,48.755577049375326,114.46854202736137,178.30677227594288,48.09360551055655,179.23882043510164,178.03889613332666,ardha pincha mayurasana
162.94387874979384,21.15993461690568,26.10762942257301,167.14630852610364,164.83118251752424,117.1137817961884,33.834751742609555,38.11564219838122,salamba bhujangasana
176.0022136126415,173.9601369709845,149.6927887601566,176.75145651504948,110.60269515681884,124.00279794620587,73.01820487521766,114.56916176311212,virabhadrasana two
176.75686494955295,177.877879467236,121.08786478304692,170.92460222062311,98.51623032521658,95.11401789494556,100.29710715917896,101.60120877459624,virabhadrasana two
126.12376042162552,177.83623195683964,57.75085085260777,121.14129410497549,178.06710525137456,55.05336303547622,60.04297974876174,61.10064379302812,paschimottanasana
175.51019903996,103.75654537245008,100.46406212259544,173.0532405126943,104.74642581476368,102.21503254859466,83.02719416349845,81.19256365755827,dhanurasana
106.05014374562175,179.43709511091137,164.39714469526683,176.40400532022687,177.02675578538214,65.95087013959376,60.17541833391769,96.22134696382132,utthita hasta padangusthasana
160.19216786118585,51.15122400180943,34.55894683671183,154.9617067687837,58.57266530419844,44.99419081193504,145.91807467600947,130.77243204396476,balasana
168.12652744498874,177.10823600513035,77.68865431202424,170.25675995114847,178.73420039720395,76.65385374966822,90.9993921043498,91.8650174890036,uttanasana
174.59283100234038,100.33448232104874,99.24261534333286,165.95989872106605,174.01046354353363,131.41892790874246,177.83321582471729,176.6037027891494,alanasana
94.5812991228906,167.69435961843882,51.57597321016524,71.1402504297408,169.32669288092404,51.64483916969844,149.9923033131132,153.73628531954543,ardha pincha mayurasana
170.6312673680996,142.64941647000825,127.05029194097936,169.04421494286905,60.64007045317948,76.62520335337324,175.77304022712522,169.43525262406047,anjaneyasana
173.43516798004185,96.33218889816462,120.56421699862706,171.08945425702564,179.68180522429398,112.10619369677786,179.81338888469656,176.30676734117094,virabhadrasana one
102.31767584994935,179.83860885337833,171.08461424793808,77.19546582582356,35.17966534418721,115.3128105727395,165.3581238951349,140.79889378513258,vrksasana
177.1068156329176,100.66029982239772,107.41762335873936,134.23833882296847,173.32340182348293,149.6498787127293,166.54561911391897,166.33864400838442,virabhadrasana one
169.4986325309626,173.28910393222426,165.31320240528626,176.6360868604685,159.72808991134065,155.5341196981513,74.7496717584677,66.65894877517425,phalakasana
175.04436384656103,91.751779232101,102.88865735850963,175.17097222310483,85.30828155962459,98.92096771649136,80.19473966435753,84.59462637439142,marjaryasana
33.3001666163275,17.697919626319692,97.9821193968746,35.93022868329682,163.77861467138473,169.4801542336806,65.240686961995,70.45538482025634,vrksasana
168.88603897140763,179.74435779550166,42.16672106915979,159.13293340020724,179.5907069159678,39.12611977827312,78.93033278190448,79.69285929375425,halasana
118.9170662753368,162.43084466074436,34.66831107913755,127.07729838402368,140.72629567606998,25.74054060328056,91.87606210384789,84.30700336925354,paschimottanasana
162.27107765293795,15.671768103081902,99.28931008436128,154.54917893924744,135.74953915246925,74.52206180592661,16.631678593510195,80.53231499787083,eka pada rajakapotasana
90.94636935344194,75.32159817992357,116.9066453662388,99.81486826589936,40.17790554654421,84.06385876485301,123.02763317305738,114.38162045147992,garudasana
50.794741491285386,20.347519064064368,98.03296268780244,36.97115926220263,166.06987379825853,170.41191282234738,55.94054610212172,65.81029319844204,vrksasana
34.963636306814784,26.97648835482761,88.24969652664853,175.0706585200134,63.97815064358425,83.70127058642029,41.67722376541508,46.152310425520085,ardha matsyendrasana
128.6478904077969,161.04596485331464,105.07920969812798,178.16594493763,172.15907343105548,96.57642339337148,161.54194966364625,129.37422066711085,camatkarasana
156.19687517813426,136.38472690481532,92.01966310133402,162.05849989317286,140.87155187499164,85.80499181898274,157.51197371994445,157.02555856952617,urdhva dhanurasana
161.00330477554866,148.98677186697708,63.13990969356609,158.0820119722614,144.90121670158297,17.9090791554854,116.4855018129837,161.4078361522995,urdhva dhanurasana
176.66777059662633,166.00949310863703,106.02697458988492,153.84211085424667,109.70838894244709,115.84504986418388,39.69360104547261,178.38601537889343,parsva virabhadrasana
160.58786870966466,174.87719658833836,57.36212785290909,160.70049015269336,175.7711797671609,58.36206239251688,176.1820210313638,176.66562389079388,adho mukha svanasana
99.33953299606326,176.482987861171,54.72282042742459,108.0560401788358,176.44133017075922,54.874165265161714,161.3553209113438,161.70795475268952,ardha pincha mayurasana
67.31084938988026,165.86340100164782,19.588579837725185,102.87352628642796,168.17396009334007,31.201161174808945,74.25798420939323,71.72278642464573,uttanasana
178.66065697580464,175.0743424736985,84.18391204798971,174.24259943271952,178.13476712394598,87.42300938123034,118.21021502595842,101.63950949264904,trikonasana
149.80654158020795,49.14118892082838,61.429019827769565,153.3876200452772,46.26462451319168,58.81013899883487,122.1029818517693,114.98628514419843,utkatasana
21.141530336723772,176.6543006944203,164.6600050961753,28.92197768869983,176.85348034204247,175.27555899367968,125.62705217319218,125.92090094375536,adho mukha vrksasana
115.61148925239796,175.9838045205319,179.01745386926524,114.48210928680994,10.772605727814373,104.10196073295396,164.92306945122607,164.51799368957228,vrksasana
150.88690607888427,127.89168620654758,139.5901048757802,136.59894411965436,80.80996488448706,84.23624186815086,40.385606751171366,11.1394704056153,anjaneyasana
78.11551421530037,172.64837798545037,159.51882071622006,77.94066015142342,27.72322748063695,115.44965759790148,165.44670911945602,134.67258468832918,vrksasana
160.73378082819949,26.945979058883765,24.89168668763969,158.91807343149677,34.16197302628396,27.101718386086283,155.1377721788114,149.70963046247778,balasana
155.58304184963032,155.18892925370446,122.33321580426474,164.45607918733822,124.08512036725772,153.20676634645994,3.922344234109796,4.105683199017284,hanumanasana
172.77023836831256,178.16616781253677,178.07195751862878,178.3533377687695,178.94685063074382,172.2351128712822,109.81610642858328,73.74232437413932,vasisthasana
170.24798816936735,56.1855769744792,31.212802267414915,164.3296567807314,52.3500453129053,27.510915782469954,156.19102150216017,162.8209161699183,balasana
159.9043564301391,46.47277224021095,33.273516330615195,165.8435453772227,55.00263465650548,38.23295329847832,147.28408865855093,147.64505271752603,balasana
177.4117114512262,92.3011517346176,131.20506431818976,152.06740858560724,39.95277416588975,51.67006957450175,2.4934018609972908,29.537403221785905,anjaneyasana
149.3565470514805,165.28725992324686,153.61163598386733,148.25398199313753,148.49277025987433,133.51664427259456,139.8448594326575,135.8404500580267,utkatasana
175.29221161358498,160.47807210588564,169.76539398676195,161.65802350452188,143.99519932998285,153.88543865190675,123.4854601800001,67.19127220004,vasisthasana
174.90717843228572,66.9517908959765,63.37479747287057,171.7880434489448,62.061031741974666,64.97260231980613,172.48991226336724,179.3320916215639,utkatasana
149.28533534362782,123.4547653912863,146.40323302058917,154.12225999090057,160.01765488907327,139.84594955182942,80.33802587670777,79.43176167854465,garudasana
173.14318273123868,160.33939829271918,133.69506068333249,172.25789330355423,158.06778175640036,136.01122851103443,20.302503904061943,17.19138903292856,salamba bhujangasana
147.11713549560724,179.89402512688687,140.0654697491313,111.88308151511656,164.843651722736,142.63893939122175,99.97850701761536,87.93641095194621,phalakasana
167.02057382479032,179.3639738791477,65.70041047267487,167.75006821005078,178.4049599948008,63.63831944929358,162.3342346174134,164.83598768550408,adho mukha svanasana
162.90928822809684,42.52860542995448,160.03591097089642,174.3685563423674,178.32885429906656,116.59745907309106,95.97864493677676,118.7763460491899,vasisthasana
66.71680826824318,15.191640630219894,87.61709463491697,68.79544114789262,13.495302203010052,80.08217329415506,29.304473984752477,35.14472525418241,baddha konasana
39.00404566387427,53.44553036791278,38.89603577265407,70.34227039330527,49.38289767088307,42.71362471252118,109.14035814850956,99.4732975356414,malasana
172.98589733730492,179.13716140413254,67.80768839645417,177.15395827280696,179.1199228494216,59.57191929054643,70.70940191407479,81.07699229542803,paschimottanasana
176.43114068244938,32.57359947747865,57.6086451508099,175.35348949852215,32.79627737317739,55.5165460653501,9.71696619326566,7.14568311461429,baddha konasana
151.12822325304995,172.5575108117409,115.28600337988604,155.96698786584804,164.73035529536853,161.70291052749266,138.51470893756718,148.5751487277642,virabhadrasana three
177.05500713784588,101.2535510867851,108.84901288916215,174.52998503508516,171.72467808524382,139.53996383192816,169.49104428169892,172.53821926121503,ashta chandrasana
50.40534896551039,36.97378668908776,47.5174396123678,46.88375883216374,36.85278851121446,41.10115518711881,31.294140671180696,39.22681335001063,malasana
179.73144961487327,3.0525198695507214,48.01125818326144,138.48006206130606,102.09192840109544,125.9249126520684,98.91704357914784,74.55147149805495,malasana
171.783225671475,172.0154731724327,37.95243233880228,176.69688695606695,170.59642744781866,32.09351515419518,87.91436888940471,95.75267239793142,halasana
177.4532985946655,97.73745918303158,86.60905381409114,179.4808654677161,160.3225027678725,115.35509272256394,4.697607371340871,7.177754285161055,urdhva mukha svsnssana
135.8388935771318,11.733830353636906,86.92446758812868,135.04745578158702,13.979882044981071,91.98792745781545,14.813920056414744,13.01765899548808,padmasana
175.26554671657937,82.55434644486233,109.16603346508909,175.2968749513457,80.02844275300896,102.87863472971294,70.41691024232989,77.88849323805277,bitilasana
164.31774635804285,95.427752127058,104.97413456907942,151.3861382233342,81.80980465690958,112.26742113629618,59.47381314426579,60.97318653773979,ustrasana
139.40935213001745,173.1479482086941,36.14170483212653,35.62887190792476,175.6486982168409,40.9553049782532,129.0454509709591,113.25219441602128,uttanasana
176.3424288333401,43.77858614286156,48.06008381368763,176.67611254097983,69.80937995481773,51.31216254172497,46.986921287900046,41.971693317691965,ardha matsyendrasana
151.4236532147588,148.78083065062373,89.65398888387593,174.8579621047398,172.2793229193373,75.39955873301244,60.21268047934957,63.35277309057453,uttanasana
179.7214949684129,130.5489492583815,112.6461060802409,175.90116675412472,156.82634509316614,155.8655008495549,15.915230673436538,15.391730998469203,urdhva mukha svsnssana
168.867277149029,154.8923674116993,128.72270170785757,168.40202271240418,161.6194702349515,123.26288760640378,16.399819235575837,12.77991840197049,urdhva mukha svsnssana
174.3162054166165,172.10929654716722,122.088304408259,178.8314680264343,99.91093771129871,94.43811289005907,104.73252516665217,103.8993615348846,virabhadrasana two
160.78909865131862,175.1928790836955,60.59168496107883,159.9134669432967,169.2093059205748,58.89689335825497,59.571482323529146,61.82442678934388,navasana
151.07443127929596,125.97612100229316,158.30065231999012,172.5012525438185,115.4337399150009,142.6623747355352,157.9699135254039,34.21221836794615,parsva virabhadrasana
176.08693077862955,170.29573327825045,42.08865893270382,175.78788922043597,168.59594117836218,37.25057942054752,93.7369148904501,88.59355901428978,halasana
178.72681051570112,168.63152379503467,134.85028575118588,171.43102321032833,178.0618483464924,64.53997668595463,107.93314581262376,90.402739810635,vasisthasana
158.69278543271818,95.20028586236658,117.64686410434996,157.52459693002191,86.21778773579445,122.41858721256108,57.13025595730468,55.32521368153517,ustrasana
137.15522954503655,51.62258382189388,53.76748567262122,169.61355380497025,46.27282366954532,86.79172902210206,69.3406293445032,72.99128957208994,halasana
159.11466025705107,169.42291026630204,92.95336876565952,161.29046604927763,176.05570773543053,159.98658491829258,90.35850871505389,86.85388964247167,ardha chandrasana
103.03914104957438,178.6683009985868,162.60059769570327,84.24458390756092,22.799183993663814,105.71869154125372,174.9589513898147,147.871616691129,vrksasana
149.89979340517982,76.79750742362205,106.998848218952,145.8946411677788,72.31815559226567,109.6592003796766,57.62314565520968,51.393363239420765,bitilasana
178.62158213612477,23.76952919420281,99.67854586029624,173.43620661611362,71.05937590843926,49.13024373669306,36.40534749639341,18.337287458976466,ardha matsyendrasana
174.64483632800415,162.09429602707942,174.94621057548656,172.90443062033722,162.61287551779688,178.18657119850917,49.24423208313123,47.38412366060678,phalakasana
175.83106881248492,161.5539803303716,117.53081233328004,178.93861906565076,163.64746414422353,113.42539558365732,3.545646906113572,3.023738823067543,urdhva mukha svsnssana
178.06023825339415,97.65266998730011,100.51616189977516,170.38451731994456,173.23957126491473,135.17505382270647,164.20234534211127,174.6989101983511,virabhadrasana one
